pcbasn,voldc,volpoe,login,bspver,irver,sensever,ir,rs485,sense,rs232,relay,audio,usb2.0,usb3.0,wifipower,iperfeth,ethmac,wifimac,SNID,LED,HDMI,reset,power
30398X989210302299,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05732,P,P,-17.43,94.3,F8-57-2E-05-D1-14,CC-4B-73-F3-DD-22,EL01491X189210302299,P,P,P,P
30398X989210302303,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0574,P,P,-16.71,94.3,F8-57-2E-05-D1-15,CC-4B-73-F3-DD-1C,EL01491X189210302303,P,P,P,P
30398X989210302272,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05136,P,P,-15.57,94.3,F8-57-2E-05-D1-16,CC-4B-73-F3-DD-14,EL01491X189210302272,P,P,P,P
30398X989210302302,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05553,P,P,-15.81,94.4,F8-57-2E-05-D1-17,CC-4B-73-F3-DD-2C,EL01491X189210302302,P,P,P,P
30398X989210302321,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06323,P,P,-16.77,94.3,F8-57-2E-05-D1-18,CC-4B-73-F3-DD-42,EL01491X189210302321,P,P,P,P
30398X989210302301,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05901,P,P,-15.07,94.3,F8-57-2E-05-D1-1A,CC-4B-73-F3-CD-C0,EL01491X189210302301,P,P,P,P
30398X989210302289,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06103,P,P,-15.67,94.3,F8-57-2E-05-D1-1B,CC-4B-73-F3-DD-32,EL01491X189210302289,P,P,P,P
30398X989210302285,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06171,P,P,-15.92,94.3,F8-57-2E-05-D1-23,CC-4B-73-F3-CD-C4,EL01491X189210302285,P,P,P,P
30398X989210302322,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05447,P,P,-15.09,94.3,F8-57-2E-05-D1-24,CC-4B-73-F3-DD-3E,EL01491X189210302322,P,P,P,P
30398X989210302282,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06005,P,P,-15.31,94.3,F8-57-2E-05-D1-25,CC-4B-73-F3-DD-1A,EL01491X189210302282,P,P,P,P
30398X989210302293,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05555,P,P,-15.31,94.3,F8-57-2E-05-D1-26,CC-4B-73-F3-DD-0C,EL01491X189210302293,P,P,P,P
30398X989210302318,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05742,P,P,-16.28,94.4,F8-57-2E-05-D1-27,CC-4B-73-F3-CD-BC,EL01491X189210302318,P,P,P,P
30398X989210302296,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05737,P,P,-14.91,94.3,F8-57-2E-05-D1-28,CC-4B-73-F3-CD-A8,EL01491X189210302296,P,P,P,P
30398X989210302273,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05275,P,P,-14.9,94.3,F8-57-2E-05-D1-29,CC-4B-73-F3-DD-28,EL01491X189210302273,P,P,P,P
30398X989210302297,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06114,P,P,-15.68,94.3,F8-57-2E-05-D1-2A,CC-4B-73-F3-CD-C2,EL01491X189210302297,P,P,P,P
30398X989210302283,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05781,P,P,-14.43,94.3,F8-57-2E-05-D1-2B,CC-4B-73-F3-DD-44,EL01491X189210302283,P,P,P,P
30398X989210302286,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05776,P,P,-16.18,94.3,F8-57-2E-05-D1-2C,CC-4B-73-F3-DC-F4,EL01491X189210302286,P,P,P,P
30398X989210302284,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05563,P,P,-14.81,94.3,F8-57-2E-05-D1-2D,CC-4B-73-F3-DD-62,EL01491X189210302284,P,P,P,P
30398X989210302306,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05925,P,P,-16.08,94.3,F8-57-2E-05-D1-30,CC-4B-73-F3-CD-CA,EL01491X189210302306,P,P,P,P
30398X989210302316,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05593,P,P,-15.61,94.2,F8-57-2E-05-D1-31,CC-4B-73-F3-CD-B6,EL01491X189210302316,P,P,P,P
30398X989210302278,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05371,P,P,-16.11,94.3,F8-57-2E-05-D1-32,CC-4B-73-F3-DD-34,EL01491X189210302278,P,P,P,P
30398X989210302324,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05708,P,P,-16.71,94.3,F8-57-2E-05-D1-34,CC-4B-73-F3-DC-F8,EL01491X189210302324,P,P,P,P
30398X989210302330,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05799,P,P,-16.35,94.3,F8-57-2E-05-D1-36,CC-4B-73-F3-DD-16,EL01491X189210302330,P,P,P,P
30398X989210302310,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05337,P,P,-15.64,94.3,F8-57-2E-05-D1-37,CC-4B-73-F3-DD-3A,EL01491X189210302310,P,P,P,P
30398X989210302304,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05295,P,P,-15.75,94.4,F8-57-2E-05-D1-38,CC-4B-73-F3-CD-B2,EL01491X189210302304,P,P,P,P
30398X989210302294,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05386,P,P,-15.66,94.3,F8-57-2E-05-D1-39,CC-4B-73-F3-CD-BE,EL01491X189210302294,P,P,P,P
30398X989210302333,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05916,P,P,-15.61,94.2,F8-57-2E-05-D1-3A,CC-4B-73-F3-CD-AA,EL01491X189210302333,P,P,P,P
30398X989210302276,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05644,P,P,-15.9,94.2,F8-57-2E-05-D1-3B,CC-4B-73-F3-DD-3C,EL01491X189210302276,P,P,P,P
30398X989210302308,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0502,P,P,-15.08,94.3,F8-57-2E-05-D1-3C,CC-4B-73-F3-DD-10,EL01491X189210302308,P,P,P,P
30398X989210302317,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05895,P,P,-16.23,94.3,F8-57-2E-05-D1-3D,CC-4B-73-F3-DD-20,EL01491X189210302317,P,P,P,P
30398X989210302323,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05953,P,P,-15.6,94.3,F8-57-2E-05-D1-3E,CC-4B-73-F3-DC-FC,EL01491X189210302323,P,P,P,P
30398X989210302326,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06067,P,P,-16.07,94.3,F8-57-2E-05-D1-3F,CC-4B-73-F3-DD-0E,EL01491X189210302326,P,P,P,P
30398X989210302287,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05707,P,P,-15.93,94.3,F8-57-2E-05-D1-40,CC-4B-73-F3-DC-FA,EL01491X189210302287,P,P,P,P
30398X989210302307,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05377,P,P,-15.37,94.3,F8-57-2E-05-D1-41,CC-4B-73-F3-DD-18,EL01491X189210302307,P,P,P,P
30398X989210302271,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05954,P,P,-15.41,94.3,F8-57-2E-05-D1-42,CC-4B-73-F3-B2-0E,EL01491X189210302271,P,P,P,P
30398X989210302327,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06235,P,P,-15.67,94.3,F8-57-2E-05-D1-43,CC-4B-73-F3-DD-00,EL01491X189210302327,P,P,P,P
30398X989210302292,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05544,P,P,-15.17,94.3,F8-57-2E-05-D1-44,CC-4B-73-F3-CD-CC,EL01491X189210302292,P,P,P,P
30398X989210302274,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05446,P,P,-15.9,94.3,F8-57-2E-05-D1-45,CC-4B-73-F3-CD-D0,EL01491X189210302274,P,P,P,P
 30398X98921030230,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06002,P,P,-16.32,94.3,F8-57-2E-05-D1-46,CC-4B-73-F3-DD-02,EL01491X189921030230,P,P,P,P
30398X989210302298,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05203,P,P,-15.61,94.3,F8-57-2E-05-D1-48,CC-4B-73-F3-DD-54,EL01491X189210302298,P,P,P,P
30398X989210302279,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05727,P,P,-14.75,94.3,F8-57-2E-05-D1-49,CC-4B-73-F3-CD-CE,EL01491X189210302279,P,P,P,P
30398X989210302319,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06036,P,P,-15.89,94.3,F8-57-2E-05-D1-4A,CC-4B-73-F3-CD-D2,EL01491X189210302319,P,P,P,P
30398X989210302313,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05709,P,P,-16.09,94.7,F8-57-2E-05-D1-4B,CC-4B-73-F3-DD-26,EL01491X189210302313,P,P,P,P
30398X989210302291,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06042,P,P,-15.23,94.7,F8-57-2E-05-D1-4C,CC-4B-73-F3-DD-2E,EL01491X189210302291,P,P,P,P
30398X989210302288,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06152,P,P,-16.78,94.7,F8-57-2E-05-D1-4D,CC-4B-73-F3-DC-F2,EL01491X189210302288,P,P,P,P
30398X989210302320,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06301,P,P,-15.15,94.7,F8-57-2E-05-D1-4E,CC-4B-73-F3-CD-C8,EL01491X189210302320,P,P,P,P
30398X989210302275,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05659,P,P,-15.23,94.7,F8-57-2E-05-D1-4F,CC-4B-73-F3-CD-AE,EL01491X189210302275,P,P,P,P
30398X989210302328,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05204,P,P,-16.17,94.7,F8-57-2E-05-D1-50,CC-4B-73-F3-DD-1E,EL01491X189210302328,P,P,P,P
30398X989210302280,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05406,P,P,-15.61,94.7,F8-57-2E-05-D1-51,CC-4B-73-F3-DD-30,EL01491X189210302280,P,P,P,P
30398X989210302300,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05594,P,P,-16.15,94.7,F8-57-2E-05-D1-52,CC-4B-73-F3-DD-06,EL01491X189210302300,P,P,P,P
30398X989210302332,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05975,P,P,-15.56,94.3,F8-57-2E-05-D1-57,CC-4B-73-F3-CD-B8,EL01491X189210302332,P,P,P,P
30398X989210302277,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05912,P,P,-15.73,94.3,F8-57-2E-05-D1-58,CC-4B-73-F3-DC-F6,EL01491X189210302277,P,P,P,P
30398X989210302329,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05839,P,P,-15.83,94.3,F8-57-2E-05-D1-5A,CC-4B-73-F3-DD-08,EL01491X189210302329,P,P,P,P
333333333333333333,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05748,P,P,-15.8,94.8,F8-57-2E-06-0E-28,CC:4B:73:F3:DD:26,EL01491X189333333333,P,P,P,P
111111111111111111,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05755,P,P,-15.64,134.0,F8-57-2E-06-0E-30,CC:4B:73:F3:DD:26,EL01491A-89111111111,P,P,P,P
30398X989210900220,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06072,P,P,-18.6,156.0,F8-57-2E-06-0E-AF,CC-4B-73-F4-C4-58,EL01491A-89210900220,P,P,P,P
30398X989210900217,P,P,P,20210119.180438,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06062,P,P,-15.65,170.0,F8-57-2E-06-0E-B0,CC:4B:73:F4:D3:80,EL01491A-89210900217,P,P,P,P
30398X989210900218,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05979,P,P,-16.64,140.0,F8-57-2E-06-0E-B2,CC-4B-73-F4-C3-F0,EL01491X789210900218,P,P,P,P
30398X989210900215,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05314,P,P,-15.01,155.0,F8-57-2E-06-0E-B3,CC-4B-73-F4-92-FC,EL01491X789210900215,P,P,P,P
30398X989210900112,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06186,P,P,-15.12,148.0,F8-57-2E-06-0E-B4,CC-4B-73-F4-B3-86,EL01491X789210900112,P,P,P,P
30398X989210900053,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05813,P,P,-14.75,153.0,F8-57-2E-06-0E-B5,CC-4B-73-F4-93-3C,EL01491X789210900053,P,P,P,P
30398X989210900175,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05475,P,P,-15.74,151.0,F8-57-2E-06-0E-B6,CC-4B-73-F4-A4-12,EL01491X789210900175,P,P,P,P
30398X989210900050,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05221,P,P,-14.66,155.0,F8-57-2E-06-0E-B7,CC-4B-73-F4-84-BC,EL01491X789210900050,P,P,P,P
30398X989210900174,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05844,P,P,-15.51,162.0,F8-57-2E-06-0E-B8,CC-4B-73-F4-A3-BE,EL01491X789210900174,P,P,P,P
30398X989210900068,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05178,P,P,-15.76,151.0,F8-57-2E-06-0E-B9,CC-4B-73-F4-93-B8,EL01491X789210900068,P,P,P,P
30398X989210900228,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05822,P,P,-15.45,159.0,F8-57-2E-06-0E-BA,CC-4B-73-F4-93-90,EL01491X789210900228,P,P,P,P
30398X989210900158,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05752,P,P,-15.66,171.0,F8-57-2E-06-0E-BB,CC-4B-73-F4-C3-FE,EL01491X789210900158,P,P,P,P
30398X989210900006,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05192,P,P,-16.06,144.0,F8-57-2E-06-0E-BD,CC-4B-73-F4-C4-14,EL01491X789210900006,P,P,P,P
30398X989210900040,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06086,P,P,-15.19,156.0,F8-57-2E-06-0E-BE,CC-4B-73-F4-C4-3E,EL01491X789210900040,P,P,P,P
30398X989210900190,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05769,P,P,-15.37,158.0,F8-57-2E-06-0E-BF,CC-4B-73-F3-CD-24,EL01491X789210900190,P,P,P,P
30398X989210900020,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0592,P,P,-14.9,152.0,F8-57-2E-06-0E-BC,CC-4B-73-F4-C4-28,EL01491X789210900020,P,P,P,P
30398X989210900221,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0521,P,P,-15.47,154.0,F8-57-2E-06-0E-B1,CC-4B-73-F4-C4-32,EL01491X789210900221,P,P,P,P
30398X989210900110,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05511,P,P,-15.83,149.0,F8-57-2E-06-0E-C0,CC-4B-73-F4-93-50,EL01491X789210900110,P,P,P,P
30398X989210900008,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05731,P,P,-15.21,160.0,F8-57-2E-06-0E-C1,CC-4B-73-F4-C4-18,EL01491X789210900008,P,P,P,P
30398X989210900025,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05478,P,P,-15.72,150.0,F8-57-2E-06-0E-C2,CC-4B-73-F4-C4-08,EL01491X789210900025,P,P,P,P
30398X989210900106,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05589,P,P,-14.95,169.0,F8-57-2E-06-0E-C3,CC-4B-73-F4-93-C2,EL01491X789210900106,P,P,P,P
30398X989210900147,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.0548,P,P,-16.23,164.0,F8-57-2E-06-0E-C4,CC-4B-73-F4-C3-F6,EL01491X789210900147,P,P,P,P
30398X989210900192,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05218,P,P,-15.49,155.0,F8-57-2E-06-0E-C5,CC-4B-73-F4-B3-58,EL01491X789210900192,P,P,P,P
30398X989210900074,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06074,P,P,-15.12,170.0,F8-57-2E-06-0E-C6,CC-4B-73-F4-A4-0C,EL01491X789210900074,P,P,P,P
30398X989210900214,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06226,P,P,-15.33,155.0,F8-57-2E-06-0E-C7,CC-4B-73-F4-A3-F4,EL01491X789210900214,P,P,P,P
30398X989210900121,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06343,P,P,-15.0,167.0,F8-57-2E-06-0E-C8,CC-4B-73-F4-84-BA,EL01491X789210900121,P,P,P,P
30398X989210900022,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05569,P,P,-14.92,170.0,F8-57-2E-06-0E-C9,CC-4B-73-F4-C3-FA,EL01491X789210900022,P,P,P,P
30398X989210900185,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05502,P,P,-16.16,155.0,F8-57-2E-06-0E-CA,CC-4B-73-F4-D3-7C,EL01491X789210900185,P,P,P,P
30398X989210900049,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05792,P,P,-15.44,172.0,F8-57-2E-06-0E-CB,CC-4B-73-F4-93-3E,EL01491X789210900049,P,P,P,P
30398X989210900211,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05343,P,P,-16.04,172.0,F8-57-2E-06-0E-CC,CC-4B-73-F4-A3-D6,EL01491X789210900211,P,P,P,P
30398X989210900124,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05375,P,P,-15.13,153.0,F8-57-2E-06-0E-CE,CC-4B-73-F4-C4-56,EL01491A-89210900124,P,P,P,P
30398X989210900022,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05582,P,P,-15.5,141.0,F8-57-2E-06-0E-CF,CC-4B-73-F4-C3-FA,EL01491A-89210900022,P,P,P,P
30398X989210900192,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05252,P,P,-16.61,157.0,F8-57-2E-06-0E-D0,10-D0-7A-1A-70-5A,EL01491A-89210900192,P,P,P,P
30398X989210900110,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05521,P,P,-15.73,149.0,F8-57-2E-06-0E-D1,CC-4B-73-F4-93-50,EL01491A-89210900110,P,P,P,P
30398X989210900144,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05356,P,P,-15.64,152.0,F8-57-2E-06-0E-D2,CC-4B-73-F4-C4-06,EL01491A-89210900144,P,P,P,P
30398X989210900209,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05812,P,P,-14.77,170.0,F8-57-2E-06-0E-D3,CC-4B-73-F4-B3-50,EL01491A-89210900209,P,P,P,P
30398X989210900089,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.27198,P,P,-15.44,157.0,F8-57-2E-06-0E-D4,CC-4B-73-F4-93-70,EL01491A-89210900089,P,P,P,P
30398X989210900224,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05403,P,P,-15.24,169.0,F8-57-2E-06-0E-D5,CC-4B-73-F4-93-10,EL01491A-89210900224,P,P,P,P
30398X989210900181,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06037,P,P,-15.66,161.0,F8-57-2E-06-0E-D6,CC-4B-73-F4-A3-DA,EL01491A-89210900181,P,P,P,P
30398X989210900208,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05666,P,P,-15.33,156.0,F8-57-2E-06-0E-D7,CC-4B-73-F4-93-38,EL01491A-89210900208,P,P,P,P
30398X989210900201,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05924,P,P,-15.37,154.0,F8-57-2E-06-0E-D8,CC-4B-73-F4-93-9C,EL01491A-89210900201,P,P,P,P
30398X989210900100,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05712,P,P,-15.75,156.0,F8-57-2E-06-0E-D9,CC-4B-73-F4-93-98,EL01491A-89210900100,P,P,P,P
30398X989210900139,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05847,P,P,-15.68,156.0,F8-57-2E-06-0E-DA,CC-4B-73-F4-B3-DC,EL01491A-89210900139,P,P,P,P
30398X989210900205,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05601,P,P,-15.42,155.0,F8-57-2E-06-0E-DB,CC-4B-73-F4-A3-EA,EL01491A-89210900205,P,P,P,P
30398X989210900210,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05926,P,P,-15.7,169.0,F8-57-2E-06-0E-DC,CC-4B-73-F4-A3-E2,EL01491A-89210900210,P,P,P,P
30398X989210900092,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06074,P,P,-15.26,157.0,F8-57-2E-06-0E-DD,CC-4B-73-F4-B3-CE,EL01491A-89210900092,P,P,P,P
30398X989210900206,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05099,P,P,-15.68,167.0,F8-57-2E-06-0E-DE,CC-4B-73-F4-93-BC,EL01491A-89210900206,P,P,P,P
30398X989210900213,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05169,P,P,-15.82,154.0,F8-57-2E-06-0E-DF,CC-4B-73-F4-A4-06,EL01491A-89210900213,P,P,P,P
30398X989210900108,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06483,P,P,-15.02,172.0,F8-57-2E-06-0E-E0,CC-4B-73-F4-93-E8,EL01491A-89210900108,P,P,P,P
30398X989210900118,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0596,P,P,-15.24,154.0,F8-57-2E-06-0E-E1,CC-4B-73-F4-93-8A,EL01491A-89210900118,P,P,P,P
30398X989210900048,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05367,P,P,-15.81,166.0,F8-57-2E-06-0E-E2,CC-4B-73-F4-93-D0,EL01491A-89210900048,P,P,P,P
30398X989210900204,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05725,P,P,-14.73,155.0,F8-57-2E-06-0E-E3,CC-4B-73-F4-93-AC,EL01491A-89210900204,P,P,P,P
30398X989210900225,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05363,P,P,-15.59,155.0,F8-57-2E-06-0E-E4,CC-4B-73-F4-B3-EE,EL01491A-89210900225,P,P,P,P
30398X989210900186,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05943,P,P,-15.55,154.0,F8-57-2E-06-0E-E5,CC-4B-73-F4-A4-0E,EL01491A-89210900186,P,P,P,P
30398X989210900202,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05515,P,P,-15.64,155.0,F8-57-2E-06-0E-E6,CC-4B-73-F4-B3-C4,EL01491A-89210900202,P,P,P,P
30398X989210900131,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05894,P,P,-16.14,152.0,F8-57-2E-06-0E-E7,CC-4B-73-F4-C3-EC,EL01491A-89210900131,P,P,P,P
30398X989210900199,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05733,P,P,-14.95,141.0,F8-57-2E-06-0E-E8,CC-4B-73-F4-A3-E6,EL01491A-89210900199,P,P,P,P
30398X989210900004,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05381,P,P,-15.37,153.0,F8-57-2E-06-0E-E9,CC-4B-73-F4-C4-2C,EL01491A-89210900004,P,P,P,P
30398X989210900130,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05532,P,P,-14.48,170.0,F8-57-2E-06-0E-EA,CC-4B-73-F4-A3-F8,EL01491A-89210900130,P,P,P,P
30398X989210900042,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05405,P,P,-16.0,152.0,F8-57-2E-06-0E-EB,CC-4B-73-F4-A3-42,EL01491A-89210900042,P,P,P,P
30398X989210900113,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0608,P,P,-15.49,174.0,F8-57-2E-06-0E-EC,CC-4B-73-F4-93-22,EL01491A-89210900113,P,P,P,P
30398X989210900093,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05835,P,P,-15.23,158.0,F8-57-2E-06-0E-ED,CC-4B-73-F4-B3-B8,EL01491A-89210900093,P,P,P,P
30398X989210900159,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06158,P,P,-14.83,171.0,F8-57-2E-06-0E-EE,CC-4B-73-F4-C4-2A,EL01491A-89210900159,P,P,P,P
30398X989210900080,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06386,P,P,-16.01,156.0,F8-57-2E-06-0E-EF,CC-4B-73-F4-C4-04,EL01491A-89210900080,P,P,P,P
30398X989210900104,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05625,P,P,-15.09,145.0,F8-57-2E-06-0E-F0,CC-4B-73-F4-B3-6C,EL01491A-89210900104,P,P,P,P
